,Team Name,Team Region,Shots,Goals,Saves,Assists,Time at Full Boost,Total Distance Moved,Time at Supersonic Speed,Time in High Air,Powerslide Distance,Demos Inflicted,Demos Taken,Score,Winner,Demos Per Goal,ShotsPerGoal
10270,ATK,Sub-Saharan Africa,36.0,9.0,24.0,8.0,565.25,6423763.0,679.87,247.21,1007.0,11.0,8.0,4,True,1.22,4.0
10271,DNMK ESPORTS,Sub-Saharan Africa,31.0,3.0,20.0,2.0,558.66,6205774.0,508.62,194.04,1113.0,8.0,11.0,0,False,2.67,10.33
10272,DIGITAL DEVILS,Sub-Saharan Africa,29.0,9.0,18.0,8.0,309.61,5939217.0,645.63,223.93,634.0,15.0,5.0,4,True,1.67,3.22
10273,ATK,Sub-Saharan Africa,29.0,4.0,15.0,2.0,433.01,5835527.0,630.23,235.78,920.0,5.0,15.0,0,False,1.25,7.25
10274,PIRATES EXDEE,Sub-Saharan Africa,65.0,15.0,29.0,14.0,605.14,9917183.0,1045.22,328.05,1555.0,21.0,27.0,4,True,1.4,4.33
10275,DIGITAL DEVILS,Sub-Saharan Africa,50.0,12.0,37.0,9.0,497.97,9836898.0,1027.34,301.92,1024.0,27.0,21.0,2,False,2.25,4.17
10276,BRAVADO GAMING,Sub-Saharan Africa,57.0,15.0,32.0,13.0,921.89,10411122.0,999.14,390.48,1243.0,17.0,25.0,3,False,1.13,3.8
10277,PIRATES EXDEE,Sub-Saharan Africa,67.0,23.0,24.0,17.0,643.92,10806831.0,1083.89,380.82,1800.0,25.0,17.0,4,True,1.09,2.91
10278,BRAVADO GAMING,Sub-Saharan Africa,54.0,19.0,41.0,12.0,823.19,10698066.0,967.05,362.18,1270.0,19.0,22.0,4,True,1.0,2.84
10279,PIRATES EXDEE,Sub-Saharan Africa,73.0,20.0,27.0,15.0,661.04,11306780.0,1135.7,382.65,1890.0,22.0,19.0,3,False,1.1,3.65
10280,FURIA ESPORTS,South America,46.0,9.0,7.0,6.0,477.62,4562768.0,494.82,211.69,364.0,5.0,2.0,3,True,0.56,5.11
10281,ELEVATE,South America,10.0,3.0,24.0,3.0,291.4,4244454.0,402.6,223.78,604.0,2.0,5.0,0,False,0.67,3.33
10282,VIPERS ESPORTS,South America,41.0,10.0,19.0,6.0,418.09,6241009.0,726.42,252.13,905.0,13.0,18.0,3,True,1.3,4.1
10283,ATYPICAL,South America,33.0,11.0,20.0,10.0,373.41,6283330.0,823.51,246.17,961.0,18.0,13.0,1,False,1.64,3.0
10284,KRÜ ESPORTS,South America,31.0,11.0,13.0,10.0,352.96,4787617.0,531.15,243.1,682.0,13.0,12.0,3,True,1.18,2.82
10285,THE THREE SINS,South America,17.0,3.0,17.0,2.0,357.57,4365800.0,431.68,214.64,618.0,12.0,13.0,0,False,4.0,5.67
10286,ENDGAME,South America,39.0,12.0,21.0,10.0,748.41,8699836.0,929.15,394.75,994.0,30.0,16.0,2,False,2.5,3.25
10287,TRUE NEUTRAL,South America,35.0,8.0,15.0,6.0,591.4,8392514.0,833.13,378.35,1598.0,16.0,30.0,3,True,2.0,4.38
10288,TEAM SECRET,South America,38.0,11.0,19.0,8.0,605.54,7514391.0,777.83,313.84,915.0,23.0,9.0,3,True,2.09,3.45
10289,TEAM DISORDER,South America,30.0,7.0,22.0,6.0,546.47,7162411.0,727.53,352.01,871.0,9.0,23.0,1,False,1.29,4.29
10290,HAWKS,South America,35.0,5.0,13.0,4.0,423.8,5764248.0,569.49,283.03,589.0,17.0,29.0,1,False,3.4,7.0
10291,NOVUS AEVI,South America,27.0,10.0,23.0,8.0,470.36,6036927.0,686.88,282.92,1036.0,29.0,17.0,3,True,2.9,2.7
10292,THE CLUB,South America,36.0,9.0,6.0,7.0,515.89,6263909.0,882.34,303.97,750.0,24.0,8.0,3,True,2.67,4.0
10293,BALAIO BEAUTIFUL,South America,10.0,3.0,19.0,3.0,387.75,5796891.0,640.48,239.4,883.0,8.0,24.0,1,False,2.67,3.33
10294,LEVIATÁN,South America,49.0,10.0,26.0,8.0,570.43,8030963.0,805.76,316.21,1497.0,12.0,13.0,2,False,1.2,4.9
10295,TEAM TOOTH,South America,44.0,11.0,35.0,8.0,591.03,8065590.0,880.63,406.89,1810.0,13.0,12.0,3,True,1.18,4.0
10296,FURIA ESPORTS,South America,54.0,13.0,14.0,4.0,543.41,6101807.0,631.32,282.58,517.0,7.0,18.0,3,True,0.54,4.15
10297,VIPERS ESPORTS,South America,19.0,4.0,28.0,2.0,489.18,6092403.0,620.65,280.81,911.0,18.0,7.0,1,False,4.5,4.75
10298,KRÜ ESPORTS,South America,35.0,12.0,9.0,11.0,410.25,4850795.0,569.04,204.07,715.0,24.0,4.0,3,True,2.0,2.92
10299,TRUE NEUTRAL,South America,12.0,3.0,14.0,2.0,277.4,4433944.0,454.92,178.86,848.0,4.0,24.0,0,False,1.33,4.0
10300,TEAM SECRET,South America,25.0,13.0,20.0,8.0,323.82,4645454.0,498.2,203.08,561.0,11.0,14.0,3,True,0.85,1.92
10301,NOVUS AEVI,South America,25.0,3.0,10.0,2.0,292.96,4751538.0,548.97,195.17,864.0,14.0,11.0,0,False,4.67,8.33
10302,THE CLUB,South America,53.0,13.0,20.0,7.0,661.41,9108441.0,1226.86,392.19,1128.0,19.0,15.0,3,True,1.46,4.08
10303,TEAM TOOTH,South America,36.0,8.0,32.0,6.0,590.95,8595968.0,922.05,412.57,1758.0,15.0,19.0,2,False,1.88,4.5
10304,FURIA ESPORTS,South America,39.0,9.0,22.0,7.0,710.41,8615579.0,839.71,452.25,745.0,10.0,32.0,4,True,1.11,4.33
10305,KRÜ ESPORTS,South America,37.0,9.0,27.0,4.0,582.98,8956083.0,1018.48,436.2,1463.0,32.0,10.0,2,False,3.56,4.11
10306,TEAM SECRET,South America,53.0,7.0,29.0,7.0,563.81,8894088.0,897.19,358.29,1155.0,14.0,39.0,2,False,2.0,7.57
10307,THE CLUB,South America,52.0,12.0,39.0,9.0,685.98,9026716.0,1136.94,387.14,1045.0,39.0,14.0,4,True,3.25,4.33
10308,FURIA ESPORTS,South America,72.0,15.0,41.0,13.0,693.49,9115050.0,873.71,380.75,791.0,11.0,21.0,3,False,0.73,4.8
10309,THE CLUB,South America,64.0,13.0,32.0,9.0,717.26,9620816.0,1284.14,371.27,1154.0,21.0,11.0,4,True,1.62,4.92
10310,ELEVATE,South America,36.0,15.0,27.0,12.0,514.28,7303713.0,808.07,320.45,1065.0,7.0,19.0,3,True,0.47,2.4
10311,ATYPICAL,South America,43.0,9.0,13.0,8.0,516.79,7878874.0,934.85,323.35,1151.0,19.0,7.0,2,False,2.11,4.78
10312,THE THREE SINS,South America,32.0,7.0,19.0,5.0,528.17,6349838.0,715.3,327.54,811.0,13.0,14.0,1,False,1.86,4.57
10313,ENDGAME,South America,31.0,9.0,23.0,7.0,479.28,6381399.0,632.02,280.11,695.0,14.0,13.0,3,True,1.56,3.44
10314,TEAM DISORDER,South America,44.0,8.0,17.0,7.0,685.66,8151460.0,835.25,366.4,1017.0,13.0,15.0,2,False,1.62,5.5
10315,HAWKS,South America,29.0,9.0,28.0,7.0,804.07,7729296.0,700.82,327.73,860.0,15.0,13.0,3,True,1.67,3.22
10316,BALAIO BEAUTIFUL,South America,37.0,6.0,18.0,5.0,502.05,6755473.0,855.99,286.29,995.0,12.0,14.0,1,False,2.0,6.17
10317,LEVIATÁN,South America,28.0,6.0,22.0,6.0,460.34,6421253.0,600.51,253.8,1165.0,14.0,12.0,3,True,2.33,4.67
10318,TEAM TOOTH,South America,29.0,8.0,15.0,8.0,380.37,5979416.0,673.69,293.58,1310.0,10.0,10.0,3,True,1.25,3.62
10319,ELEVATE,South America,26.0,4.0,17.0,3.0,388.9,5975367.0,691.44,246.6,803.0,10.0,10.0,1,False,2.5,6.5
10320,NOVUS AEVI,South America,37.0,12.0,25.0,7.0,633.87,8370371.0,919.09,372.98,1458.0,22.0,17.0,3,True,1.83,3.08
10321,ENDGAME,South America,45.0,13.0,20.0,9.0,701.48,8054205.0,780.29,330.81,874.0,17.0,22.0,2,False,1.31,3.46
10322,TRUE NEUTRAL,South America,35.0,6.0,15.0,4.0,584.64,7478742.0,744.89,395.63,1401.0,11.0,10.0,2,False,1.83,5.83
10323,HAWKS,South America,31.0,11.0,23.0,8.0,731.47,6929109.0,586.56,351.78,783.0,10.0,11.0,3,True,0.91,2.82
10324,VIPERS ESPORTS,South America,40.0,10.0,17.0,7.0,680.49,8426032.0,968.8,363.41,1332.0,19.0,16.0,2,False,1.9,4.0
10325,LEVIATÁN,South America,37.0,14.0,20.0,9.0,389.39,7948727.0,760.86,356.22,1497.0,16.0,19.0,3,True,1.14,2.64
10326,TEAM TOOTH,South America,44.0,9.0,29.0,7.0,540.74,8242862.0,885.06,358.69,1769.0,27.0,15.0,2,False,3.0,4.89
10327,NOVUS AEVI,South America,48.0,12.0,28.0,8.0,560.46,7971422.0,854.35,356.45,1456.0,15.0,27.0,3,True,1.25,4.0
10328,HAWKS,South America,28.0,4.0,16.0,2.0,524.67,5489168.0,516.02,284.69,516.0,11.0,10.0,1,False,2.75,7.0
10329,LEVIATÁN,South America,28.0,6.0,15.0,6.0,336.65,5827347.0,586.81,216.0,1111.0,10.0,11.0,3,True,1.67,4.67
10330,KRÜ ESPORTS,South America,52.0,14.0,16.0,14.0,523.21,7596641.0,895.33,294.91,1193.0,22.0,17.0,4,True,1.57,3.71
10331,NOVUS AEVI,South America,28.0,7.0,29.0,7.0,456.5,7657164.0,914.53,267.96,1349.0,17.0,22.0,1,False,2.43,4.0
10332,TEAM SECRET,South America,51.0,17.0,14.0,12.0,775.99,7898867.0,803.01,357.36,939.0,18.0,19.0,4,True,1.06,3.0
10333,LEVIATÁN,South America,23.0,6.0,23.0,4.0,476.01,7572694.0,754.21,361.71,1439.0,19.0,18.0,1,False,3.17,3.83
10334,KRÜ ESPORTS,South America,35.0,2.0,25.0,2.0,497.31,7020381.0,752.25,315.84,1083.0,14.0,13.0,0,False,7.0,17.5
10335,TEAM SECRET,South America,37.0,6.0,24.0,6.0,520.07,7005531.0,671.62,326.46,896.0,13.0,14.0,4,True,2.17,6.17
10336,FURIA ESPORTS,South America,42.0,12.0,16.0,10.0,602.05,8120996.0,791.15,389.47,726.0,11.0,22.0,4,True,0.92,3.5
10337,TEAM SECRET,South America,28.0,8.0,23.0,7.0,623.7,8300194.0,818.25,395.66,1054.0,22.0,11.0,1,False,2.75,3.5
10338,THE CLUB,South America,66.0,19.0,39.0,15.0,887.42,13072669.0,1626.66,579.03,1583.0,42.0,26.0,3,False,2.21,3.47
10339,FURIA ESPORTS,South America,70.0,16.0,31.0,14.0,976.55,12552138.0,1222.47,540.09,1198.0,26.0,42.0,4,True,1.62,4.38
10340,THE CLUB,South America,57.0,12.0,38.0,11.0,951.53,13745948.0,1807.86,597.63,1684.0,31.0,19.0,3,False,2.58,4.75
10341,FURIA ESPORTS,South America,62.0,15.0,41.0,12.0,887.96,12735994.0,1197.52,560.85,1153.0,19.0,31.0,4,True,1.27,4.13
10342,MOIST ESPORTS,Europe,23.0,5.0,17.0,3.0,458.1,4742147.0,568.81,221.12,585.0,10.0,6.0,3,True,2.0,4.6
10343,GROS NOOBZ,Europe,22.0,1.0,10.0,0.0,294.13,4658801.0,454.22,226.26,797.0,6.0,10.0,0,False,6.0,22.0
10344,SOLARY,Europe,33.0,11.0,17.0,10.0,306.68,4546233.0,512.13,225.61,601.0,7.0,11.0,3,True,0.64,3.0
10345,TEAM VITALITY,Europe,20.0,1.0,18.0,1.0,299.24,4539891.0,518.56,217.64,680.0,11.0,7.0,0,False,11.0,20.0
10346,EVIL GENIUSES,Europe,26.0,6.0,23.0,5.0,395.38,6056325.0,633.23,297.83,959.0,8.0,9.0,1,False,1.33,4.33
10347,GUILD ESPORTS,Europe,39.0,9.0,16.0,8.0,360.51,6217966.0,694.22,294.43,794.0,9.0,8.0,3,True,1.0,4.33
10348,TEAM LIQUID,Europe,34.0,7.0,23.0,6.0,393.98,6360730.0,828.58,328.58,845.0,15.0,10.0,3,True,2.14,4.86
10349,MISFITS GAMING,Europe,34.0,5.0,21.0,4.0,548.33,6199224.0,649.84,342.92,793.0,10.0,15.0,1,False,2.0,6.8
10350,TEAM BDS,Europe,41.0,9.0,16.0,8.0,502.17,7007490.0,847.19,318.89,721.0,12.0,17.0,3,True,1.33,4.56
10351,JUICERS,Europe,27.0,5.0,27.0,3.0,547.0,6702183.0,721.56,330.6,748.0,17.0,12.0,1,False,3.4,5.4
10352,DIGNITAS,Europe,25.0,3.0,20.0,3.0,444.02,5744014.0,556.1,310.54,674.0,9.0,10.0,1,False,3.0,8.33
10353,SMPR ESPORTS,Europe,30.0,5.0,16.0,4.0,352.34,5740724.0,547.75,262.43,834.0,10.0,9.0,3,True,2.0,6.0
10354,ENDPOINT,Europe,32.0,10.0,21.0,7.0,369.99,6289245.0,595.0,350.23,946.0,13.0,17.0,3,True,1.3,3.2
10355,AOGIRI,Europe,32.0,7.0,19.0,6.0,441.18,6405278.0,736.52,308.68,915.0,17.0,13.0,1,False,2.43,4.57
10356,KARMINE CORP,Europe,35.0,11.0,22.0,11.0,546.01,6823465.0,704.25,346.19,1042.0,9.0,11.0,3,True,0.82,3.18
10357,LUMINOSITY GAMING,Europe,31.0,7.0,16.0,7.0,572.67,6976633.0,750.93,323.58,948.0,11.0,9.0,1,False,1.57,4.43
10358,MOIST ESPORTS,Europe,35.0,9.0,24.0,7.0,394.69,5266726.0,678.81,192.96,669.0,20.0,13.0,3,True,2.22,3.89
10359,SOLARY,Europe,35.0,7.0,18.0,5.0,308.44,5040126.0,555.8,182.56,739.0,13.0,20.0,1,False,1.86,5.0
10360,GUILD ESPORTS,Europe,38.0,12.0,33.0,11.0,413.79,8352574.0,986.96,368.79,992.0,19.0,22.0,2,False,1.58,3.17
10361,TEAM LIQUID,Europe,53.0,15.0,18.0,12.0,509.03,8655234.0,1210.84,401.25,1201.0,22.0,19.0,3,True,1.47,3.53
10362,TEAM BDS,Europe,43.0,10.0,19.0,9.0,335.92,5583828.0,693.3,222.3,565.0,13.0,8.0,3,True,1.3,4.3
10363,SMPR ESPORTS,Europe,30.0,6.0,27.0,5.0,320.09,5242225.0,497.43,214.58,673.0,8.0,13.0,0,False,1.33,5.0
10364,ENDPOINT,Europe,34.0,7.0,22.0,7.0,440.37,6542326.0,715.03,282.95,992.0,9.0,7.0,3,True,1.29,4.86
10365,KARMINE CORP,Europe,31.0,5.0,18.0,5.0,507.09,6384830.0,609.63,308.59,1033.0,7.0,9.0,1,False,1.4,6.2
10366,MOIST ESPORTS,Europe,52.0,16.0,28.0,9.0,707.13,10163275.0,1279.72,471.56,1397.0,29.0,17.0,4,True,1.81,3.25
10367,TEAM LIQUID,Europe,51.0,15.0,30.0,13.0,507.64,10191731.0,1434.69,455.22,1320.0,17.0,29.0,2,False,1.13,3.4
10368,TEAM BDS,Europe,55.0,10.0,32.0,8.0,615.05,9458435.0,1065.25,477.25,964.0,14.0,14.0,2,False,1.4,5.5
10369,ENDPOINT,Europe,50.0,11.0,40.0,7.0,566.94,9406445.0,1049.13,483.48,1296.0,14.0,14.0,4,True,1.27,4.55
10370,MOIST ESPORTS,Europe,46.0,13.0,34.0,8.0,846.3,10528175.0,1224.19,519.47,1475.0,24.0,19.0,4,True,1.85,3.54
10371,ENDPOINT,Europe,57.0,12.0,20.0,8.0,648.86,10551143.0,1147.22,508.64,1524.0,19.0,24.0,3,False,1.58,4.75
10372,GROS NOOBZ,Europe,21.0,11.0,23.0,9.0,416.64,6166991.0,644.2,291.11,1015.0,13.0,14.0,1,False,1.18,1.91
10373,TEAM VITALITY,Europe,39.0,12.0,11.0,10.0,451.49,6250827.0,673.66,262.54,1006.0,14.0,13.0,3,True,1.17,3.25
10374,EVIL GENIUSES,Europe,40.0,10.0,31.0,7.0,408.63,6225043.0,623.3,298.1,991.0,6.0,17.0,3,True,0.6,4.0
10375,MISFITS GAMING,Europe,45.0,7.0,22.0,5.0,626.81,6643213.0,723.05,333.18,845.0,17.0,6.0,2,False,2.43,6.43
10376,JUICERS,Europe,41.0,7.0,24.0,6.0,705.17,8856279.0,983.26,368.53,943.0,25.0,20.0,2,False,3.57,5.86
10377,DIGNITAS,Europe,42.0,11.0,23.0,9.0,573.07,8942349.0,969.08,400.03,1078.0,20.0,25.0,3,True,1.82,3.82
10378,AOGIRI,Europe,36.0,7.0,25.0,5.0,430.48,6096840.0,654.83,290.05,872.0,13.0,12.0,1,False,1.86,5.14
10379,LUMINOSITY GAMING,Europe,45.0,14.0,25.0,12.0,422.06,6003002.0,600.16,286.1,792.0,12.0,13.0,3,True,0.86,3.21
10380,KARMINE CORP,Europe,50.0,12.0,19.0,10.0,503.21,6833485.0,714.3,364.33,1082.0,15.0,14.0,3,True,1.25,4.17
10381,TEAM VITALITY,Europe,28.0,6.0,30.0,5.0,406.66,6853719.0,779.44,321.44,1123.0,14.0,15.0,1,False,2.33,4.67
10382,SMPR ESPORTS,Europe,53.0,10.0,23.0,9.0,479.96,7772036.0,798.17,319.35,937.0,13.0,10.0,2,False,1.3,5.3
10383,EVIL GENIUSES,Europe,41.0,10.0,40.0,7.0,448.87,7695197.0,791.31,355.02,1215.0,10.0,13.0,3,True,1.0,4.1
10384,GUILD ESPORTS,Europe,43.0,7.0,29.0,6.0,433.61,8569648.0,970.11,379.96,1076.0,14.0,17.0,2,False,2.0,6.14
10385,DIGNITAS,Europe,49.0,13.0,24.0,11.0,591.15,8348665.0,862.19,398.98,1011.0,17.0,14.0,3,True,1.31,3.77
10386,SOLARY,Europe,38.0,7.0,20.0,6.0,510.43,6929587.0,745.59,337.77,992.0,13.0,9.0,1,False,1.86,5.43
10387,LUMINOSITY GAMING,Europe,42.0,9.0,25.0,7.0,454.15,6708207.0,687.71,329.83,964.0,9.0,13.0,3,True,1.0,4.67
10388,KARMINE CORP,Europe,36.0,4.0,20.0,4.0,490.66,6736300.0,666.46,340.45,1077.0,12.0,13.0,1,False,3.0,9.0
10389,EVIL GENIUSES,Europe,32.0,7.0,24.0,7.0,374.83,6621741.0,681.3,267.23,1049.0,13.0,12.0,3,True,1.86,4.57
10390,DIGNITAS,Europe,34.0,8.0,20.0,6.0,388.3,5126067.0,510.52,255.02,582.0,11.0,10.0,3,True,1.38,4.25
10391,LUMINOSITY GAMING,Europe,29.0,5.0,19.0,4.0,424.41,5163357.0,527.52,244.18,740.0,10.0,11.0,0,False,2.0,5.8
10392,TEAM LIQUID,Europe,58.0,12.0,43.0,12.0,747.14,12409966.0,1727.78,595.99,1679.0,17.0,21.0,4,True,1.42,4.83
10393,EVIL GENIUSES,Europe,71.0,19.0,32.0,15.0,632.98,11505361.0,1156.21,489.5,1840.0,21.0,17.0,3,False,1.11,3.74
10394,TEAM BDS,Europe,56.0,15.0,29.0,12.0,615.15,8230559.0,844.06,401.73,816.0,11.0,22.0,4,True,0.73,3.73
10395,DIGNITAS,Europe,45.0,5.0,30.0,5.0,530.51,8230941.0,861.81,441.28,1016.0,22.0,11.0,1,False,4.4,9.0
10396,TEAM LIQUID,Europe,33.0,7.0,19.0,2.0,395.76,6560435.0,893.75,316.9,834.0,12.0,10.0,0,False,1.71,4.71
10397,TEAM BDS,Europe,42.0,14.0,20.0,14.0,411.74,6402818.0,721.86,300.86,649.0,10.0,12.0,4,True,0.71,3.0
10398,ENDPOINT,Europe,61.0,13.0,36.0,11.0,752.69,11780148.0,1292.55,587.25,1591.0,15.0,22.0,3,False,1.15,4.69
10399,TEAM BDS,Europe,63.0,18.0,36.0,17.0,816.36,11638172.0,1300.66,551.17,1270.0,22.0,15.0,4,True,1.22,3.5
10400,MOIST ESPORTS,Europe,46.0,14.0,38.0,12.0,737.25,11556816.0,1436.24,485.09,1594.0,28.0,26.0,4,True,2.0,3.29
10401,TEAM BDS,Europe,60.0,16.0,28.0,14.0,735.59,11276566.0,1280.37,452.81,1232.0,26.0,28.0,2,False,1.62,3.75
10402,DETONATOR,Asia-Pacific North,37.0,7.0,29.0,6.0,564.18,10208120.0,1093.08,463.28,1502.0,32.0,22.0,3,False,4.57,5.29
10403,GAIMIN GLADIATORS,Asia-Pacific North,56.0,10.0,22.0,9.0,655.69,10445076.0,1162.47,485.48,1701.0,22.0,32.0,4,True,2.2,5.6
10404,TOKYO VERDY ESPORTS,Asia-Pacific North,71.0,21.0,20.0,18.0,541.54,9587744.0,911.65,402.93,1218.0,12.0,15.0,4,True,0.57,3.38
10405,META POWER,Asia-Pacific North,31.0,7.0,39.0,7.0,592.63,9070737.0,776.97,414.05,1391.0,15.0,12.0,2,False,2.14,4.43
10406,DETONATOR,Asia-Pacific North,47.0,17.0,25.0,17.0,524.16,9683711.0,1023.49,454.59,1491.0,13.0,13.0,4,True,0.76,2.76
10407,TOKYO VERDY ESPORTS,Asia-Pacific North,48.0,13.0,20.0,13.0,574.74,9571599.0,879.76,458.64,1273.0,13.0,13.0,2,False,1.0,3.69
10408,GAIMIN GLADIATORS,Asia-Pacific North,30.0,10.0,21.0,7.0,546.0,8430717.0,954.68,338.56,1368.0,22.0,16.0,1,False,2.2,3.0
10409,DETONATOR,Asia-Pacific North,40.0,13.0,14.0,7.0,421.56,8416517.0,951.25,375.52,1251.0,16.0,22.0,4,True,1.23,3.08
10410,GAIMIN GLADIATORS,Asia-Pacific North,53.0,18.0,23.0,16.0,669.26,10498797.0,1113.64,458.45,1661.0,21.0,25.0,4,True,1.17,2.94
10411,DETONATOR,Asia-Pacific North,46.0,13.0,28.0,10.0,532.46,10476627.0,1131.84,403.24,1650.0,25.0,21.0,3,False,1.92,3.54
10412,G2 ESPORTS,North America,38.0,11.0,5.0,10.0,464.99,4997006.0,663.07,252.01,781.0,18.0,8.0,3,True,1.64,3.45
10413,GAIMIN GLADIATORS,Asia-Pacific North,11.0,1.0,18.0,1.0,230.39,4697231.0,586.9,203.97,776.0,8.0,18.0,0,False,8.0,11.0
10414,FURIA ESPORTS,South America,17.0,1.0,14.0,1.0,259.86,4507005.0,475.73,206.02,387.0,5.0,10.0,0,False,5.0,17.0
10415,KARMINE CORP,Europe,34.0,11.0,11.0,10.0,346.91,4543983.0,524.64,205.42,742.0,10.0,5.0,3,True,0.91,3.09
10416,VERSION1,North America,19.0,8.0,16.0,4.0,297.27,4983701.0,496.63,277.57,651.0,11.0,11.0,3,True,1.38,2.38
10417,ENDPOINT,Europe,21.0,2.0,7.0,2.0,275.61,5185049.0,583.45,287.56,778.0,11.0,11.0,0,False,5.5,10.5
10418,MOIST ESPORTS,Europe,36.0,8.0,17.0,7.0,314.09,4624284.0,559.09,210.03,674.0,10.0,11.0,3,True,1.25,4.5
10419,OPTIC GAMING,North America,25.0,3.0,21.0,3.0,216.58,4756335.0,621.27,194.67,775.0,11.0,10.0,0,False,3.67,8.33
10420,TEAM BDS,Europe,31.0,4.0,12.0,4.0,340.98,5461393.0,611.11,233.08,554.0,13.0,18.0,0,False,3.25,7.75
10421,TEAM SECRET,South America,28.0,13.0,23.0,9.0,462.69,5339114.0,558.44,200.15,729.0,18.0,13.0,3,True,1.38,2.15
10422,SPACESTATION GAMING,North America,42.0,11.0,26.0,7.0,685.61,9106273.0,1040.71,366.86,1289.0,29.0,17.0,3,True,2.64,3.82
10423,PIONEERS,Oceania,43.0,6.0,22.0,5.0,575.5,8984991.0,911.36,398.62,1508.0,17.0,29.0,2,False,2.83,7.17
10424,FAZE CLAN,North America,30.0,14.0,16.0,8.0,303.12,4651463.0,524.29,211.38,784.0,6.0,18.0,3,True,0.43,2.14
10425,PWR,Oceania,25.0,4.0,13.0,2.0,279.07,4697851.0,575.05,199.95,855.0,18.0,6.0,0,False,4.5,6.25
10426,TEAM LIQUID,Europe,30.0,8.0,15.0,7.0,297.01,6378117.0,885.56,289.52,965.0,12.0,14.0,1,False,1.5,3.75
10427,TEAM FALCONS,Middle East & North Africa,26.0,11.0,14.0,9.0,325.76,6157325.0,767.24,253.89,707.0,14.0,12.0,3,True,1.27,2.36
10428,G2 ESPORTS,North America,39.0,12.0,31.0,8.0,691.12,8809586.0,1123.07,404.15,1430.0,27.0,21.0,2,False,2.25,3.25
10429,KARMINE CORP,Europe,50.0,14.0,20.0,10.0,518.64,8693343.0,959.03,377.39,1366.0,21.0,27.0,3,True,1.5,3.57
10430,VERSION1,North America,28.0,11.0,28.0,9.0,360.26,6215401.0,675.77,253.71,857.0,26.0,23.0,3,True,2.36,2.55
10431,MOIST ESPORTS,Europe,39.0,6.0,16.0,6.0,393.32,6608988.0,842.94,260.83,914.0,23.0,26.0,1,False,3.83,6.5
10432,TEAM SECRET,South America,24.0,4.0,32.0,3.0,437.4,6345133.0,612.76,298.63,839.0,8.0,16.0,1,False,2.0,6.0
10433,SPACESTATION GAMING,North America,44.0,6.0,17.0,5.0,551.34,6734107.0,814.79,304.85,942.0,16.0,8.0,3,True,2.67,7.33
10434,FAZE CLAN,North America,29.0,5.0,16.0,5.0,533.01,6420827.0,731.91,250.38,1113.0,14.0,12.0,1,False,2.8,5.8
10435,TEAM FALCONS,Middle East & North Africa,33.0,12.0,19.0,9.0,334.66,6363832.0,789.87,216.06,721.0,12.0,14.0,3,True,1.0,2.75
10436,KARMINE CORP,Europe,56.0,12.0,21.0,12.0,708.17,10940165.0,1219.16,501.08,1767.0,23.0,30.0,3,False,1.92,4.67
10437,VERSION1,North America,30.0,10.0,38.0,9.0,646.77,10834208.0,1214.81,480.94,1593.0,30.0,23.0,4,True,3.0,3.0
10438,SPACESTATION GAMING,North America,51.0,11.0,33.0,7.0,721.57,11117776.0,1355.51,461.72,1637.0,28.0,22.0,3,False,2.55,4.64
10439,TEAM FALCONS,Middle East & North Africa,54.0,11.0,31.0,8.0,584.91,10968958.0,1374.13,496.51,1319.0,22.0,28.0,4,True,2.0,4.91
10440,VERSION1,North America,40.0,6.0,40.0,3.0,594.52,9949833.0,993.05,492.76,1349.0,25.0,18.0,3,False,4.17,6.67
10441,TEAM FALCONS,Middle East & North Africa,51.0,8.0,30.0,8.0,686.56,10327337.0,1281.12,469.43,1064.0,18.0,25.0,4,True,2.25,6.38
10442,GAIMIN GLADIATORS,Asia-Pacific North,13.0,2.0,19.0,2.0,244.05,4726803.0,620.66,212.95,726.0,10.0,9.0,0,False,5.0,6.5
10443,FURIA ESPORTS,South America,41.0,16.0,9.0,15.0,252.59,4768047.0,569.7,232.21,423.0,9.0,10.0,3,True,0.56,2.56
10444,ENDPOINT,Europe,17.0,5.0,15.0,5.0,215.84,4764089.0,536.48,222.84,777.0,9.0,12.0,0,False,1.8,3.4
10445,OPTIC GAMING,North America,34.0,10.0,8.0,8.0,281.42,4880632.0,600.93,245.54,718.0,12.0,9.0,3,True,1.2,3.4
10446,TEAM BDS,Europe,21.0,4.0,13.0,2.0,310.8,4622505.0,498.98,230.07,477.0,10.0,5.0,0,False,2.5,5.25
10447,PIONEERS,Oceania,30.0,10.0,9.0,7.0,281.58,4531611.0,441.98,198.02,752.0,5.0,10.0,3,True,0.5,3.0
10448,PWR,Oceania,14.0,6.0,21.0,4.0,220.35,4619854.0,526.11,231.24,844.0,14.0,15.0,0,False,2.33,2.33
10449,TEAM LIQUID,Europe,34.0,9.0,6.0,8.0,282.88,4907052.0,732.56,238.88,644.0,15.0,14.0,3,True,1.67,3.78
10450,FAZE CLAN,North America,49.0,14.0,29.0,10.0,575.4,7883169.0,880.67,348.99,1259.0,10.0,14.0,2,False,0.71,3.5
10451,FURIA ESPORTS,South America,49.0,14.0,26.0,13.0,488.4,8139485.0,964.11,341.64,671.0,14.0,10.0,3,True,1.0,3.5
10452,TEAM SECRET,South America,27.0,2.0,10.0,2.0,325.85,4366971.0,447.27,167.07,579.0,9.0,15.0,0,False,4.5,13.5
