,Team Name,Team Region,Shots,Goals,Saves,Assists,Time at Full Boost,Total Distance Moved,Time at Supersonic Speed,Time in High Air,Powerslide Distance,Demos Inflicted,Demos Taken,Score,Winner,Demos Per Goal,ShotsPerGoal
10068,WILLIAMS RESOLVE,Europe,24.0,8.0,28.0,6.0,374.34,6270406.0,614.09,309.65,878.0,12.0,10.0,3,True,1.5,3.0
10069,AW3 ESPORTS,Europe,41.0,8.0,13.0,8.0,330.44,6483380.0,595.68,283.01,1025.0,10.0,12.0,1,False,1.25,5.12
10070,MADS OG ALDIN,Europe,12.0,3.0,13.0,3.0,288.9,4638982.0,482.69,191.38,773.0,9.0,13.0,0,False,3.0,4.0
10071,00 NATION,Europe,27.0,9.0,6.0,8.0,318.8,4569404.0,415.13,216.78,744.0,13.0,9.0,3,True,1.44,3.0
10072,MISFITS GAMING,Europe,52.0,11.0,23.0,7.0,845.97,8231428.0,902.68,392.68,1015.0,16.0,8.0,2,False,1.45,4.73
10073,GROS NOOBZ,Europe,36.0,9.0,33.0,7.0,484.34,8034635.0,792.12,388.87,1233.0,8.0,16.0,3,True,0.89,4.0
10074,NATUS VINCERE,Europe,15.0,4.0,18.0,2.0,317.55,4507950.0,472.09,168.0,715.0,7.0,10.0,0,False,1.75,3.75
10075,TEAM LIQUID,Europe,34.0,8.0,8.0,7.0,287.12,4879469.0,685.53,221.3,672.0,10.0,7.0,3,True,1.25,4.25
10076,AOGIRI,Europe,28.0,3.0,13.0,2.0,311.5,4611479.0,557.24,181.88,643.0,9.0,12.0,0,False,3.0,9.33
10077,JUICERS,Europe,26.0,9.0,23.0,6.0,300.23,4473527.0,511.05,212.5,519.0,12.0,9.0,3,True,1.33,2.89
10078,WE TRY WIN,Europe,28.0,9.0,6.0,6.0,497.57,4709157.0,501.02,225.61,833.0,6.0,8.0,3,True,0.67,3.11
10079,WILLIAMS RESOLVE,Europe,17.0,6.0,13.0,6.0,308.9,4534619.0,465.47,210.98,621.0,8.0,6.0,0,False,1.33,2.83
10080,CHICOS GRANDES,Europe,44.0,9.0,25.0,7.0,490.66,7245269.0,755.01,354.79,1028.0,23.0,21.0,3,True,2.56,4.89
10081,FUFAXDOP,Europe,45.0,7.0,30.0,5.0,373.55,7350753.0,834.59,324.03,966.0,21.0,23.0,2,False,3.0,6.43
10082,LUMINOSITY GAMING,Europe,37.0,10.0,24.0,9.0,453.11,6065816.0,580.02,307.26,846.0,10.0,10.0,3,True,1.0,3.7
10083,00 NATION,Europe,33.0,6.0,23.0,6.0,414.88,6065901.0,650.43,251.57,975.0,10.0,10.0,1,False,1.67,5.5
10084,MISFITS GAMING,Europe,32.0,9.0,16.0,5.0,543.04,5106474.0,550.62,292.8,665.0,18.0,7.0,3,True,2.0,3.56
10085,CHICOS GRANDES,Europe,25.0,4.0,24.0,4.0,255.8,4884895.0,513.77,260.5,675.0,7.0,18.0,0,False,1.75,6.25
10086,NATUS VINCERE,Europe,36.0,6.0,13.0,6.0,414.58,6032207.0,628.32,230.87,986.0,13.0,14.0,1,False,2.17,6.0
10087,LUMINOSITY GAMING,Europe,26.0,9.0,23.0,5.0,400.66,6046725.0,655.93,221.2,837.0,14.0,13.0,3,True,1.56,2.89
10088,AOGIRI,Europe,55.0,9.0,27.0,6.0,563.47,9758503.0,1097.7,462.13,1433.0,22.0,26.0,3,True,2.44,6.11
10089,WE TRY WIN,Europe,42.0,8.0,38.0,6.0,728.38,9869687.0,1084.62,457.94,1663.0,26.0,22.0,2,False,3.25,5.25
10092,NOVUS AEVI,South America,46.0,20.0,11.0,13.0,539.08,6650448.0,829.52,246.02,1167.0,29.0,13.0,3,True,1.45,2.3
10093,ALPHA UNITED,South America,31.0,13.0,15.0,10.0,385.09,6334058.0,805.48,217.52,627.0,13.0,29.0,1,False,1.0,2.38
10094,TEAM TOOTH,South America,35.0,15.0,8.0,13.0,431.05,4790645.0,523.66,238.66,972.0,9.0,2.0,3,True,0.6,2.33
10095,FOREVER ESPORTS,South America,16.0,7.0,11.0,4.0,248.12,4521322.0,465.56,182.91,741.0,2.0,9.0,0,False,0.29,2.29
10096,TRUE NEUTRAL,South America,36.0,10.0,15.0,6.0,435.72,6188067.0,624.01,310.94,1297.0,12.0,8.0,3,True,1.2,3.6
10097,BLESSED,South America,29.0,8.0,16.0,7.0,456.96,6101277.0,596.37,284.4,696.0,8.0,12.0,1,False,1.0,3.62
10100,BRONX,South America,34.0,10.0,20.0,8.0,359.56,6284021.0,796.63,262.38,790.0,13.0,13.0,1,False,1.3,3.4
10101,NOIS NAO PARA EM LEI SECA,South America,35.0,12.0,19.0,10.0,627.23,6044635.0,715.61,267.79,669.0,13.0,13.0,3,True,1.08,2.92
10102,ELEVATE,South America,25.0,7.0,13.0,5.0,414.56,4430775.0,501.94,199.2,498.0,12.0,9.0,3,True,1.71,3.57
10103,WIFU,South America,18.0,3.0,13.0,2.0,263.32,4376050.0,450.29,159.52,694.0,9.0,12.0,0,False,3.0,6.0
10106,ATYPICAL,South America,36.0,8.0,18.0,6.0,525.21,8412262.0,1062.91,365.28,1259.0,11.0,14.0,2,False,1.38,4.5
10107,NOIS NAO PARA EM LEI SECA,South America,35.0,8.0,23.0,4.0,704.32,8188492.0,952.23,331.91,1088.0,14.0,11.0,3,True,1.75,4.38
10108,TEAM TOOTH,South America,41.0,9.0,27.0,8.0,609.08,7896202.0,847.91,422.63,1684.0,18.0,8.0,3,True,2.0,4.56
10109,THE THREE SINS,South America,40.0,8.0,23.0,8.0,768.34,7544645.0,820.03,359.18,976.0,8.0,18.0,2,False,1.0,5.0
10110,ELEVATE,South America,24.0,3.0,12.0,3.0,295.56,4518604.0,415.62,222.38,607.0,7.0,11.0,0,False,2.33,8.0
10111,TRUE NEUTRAL,South America,25.0,6.0,14.0,4.0,320.91,4591916.0,451.2,215.13,1016.0,11.0,7.0,3,True,1.83,4.17
10112,BALAIO BEAUTIFUL,South America,25.0,9.0,23.0,5.0,383.31,5929855.0,701.44,240.7,777.0,10.0,19.0,3,True,1.11,2.78
10113,NOVUS AEVI,South America,31.0,3.0,11.0,2.0,453.31,5976037.0,672.25,237.46,972.0,19.0,10.0,1,False,6.33,10.33
10118,BLESSED,South America,29.0,8.0,14.0,7.0,473.7,5223730.0,515.0,230.09,543.0,8.0,9.0,3,True,1.0,3.62
10119,WIFU,South America,21.0,4.0,18.0,2.0,368.64,5093708.0,478.39,246.88,810.0,9.0,8.0,0,False,2.25,5.25
10122,TRUE NEUTRAL,South America,28.0,6.0,8.0,6.0,337.55,5010737.0,516.46,222.97,1105.0,9.0,15.0,0,False,1.5,4.67
10123,NOIS NAO PARA EM LEI SECA,South America,20.0,10.0,17.0,7.0,486.61,5004550.0,585.51,248.26,646.0,15.0,9.0,3,True,1.5,2.0
10124,BALAIO BEAUTIFUL,South America,37.0,15.0,32.0,13.0,579.72,7789600.0,936.17,352.38,971.0,10.0,23.0,3,True,0.67,2.47
10125,TEAM TOOTH,South America,48.0,11.0,17.0,10.0,545.36,7783570.0,856.65,423.64,1713.0,23.0,10.0,2,False,2.09,4.36
10130,NOVUS AEVI,South America,30.0,10.0,16.0,6.0,515.35,6089797.0,715.62,195.8,1095.0,15.0,10.0,3,True,1.5,3.0
10131,MAYCAM EVOLVE,South America,30.0,7.0,16.0,5.0,326.26,6018637.0,608.89,216.21,772.0,10.0,15.0,1,False,1.43,4.29
10136,WIFU,South America,39.0,17.0,11.0,12.0,421.72,4700082.0,508.54,206.02,793.0,9.0,5.0,3,True,0.53,2.29
10137,FOREVER ESPORTS,South America,18.0,6.0,18.0,5.0,265.13,4717635.0,551.84,170.3,725.0,5.0,9.0,0,False,0.83,3.0
10138,TEAM TOOTH,South America,36.0,10.0,36.0,9.0,458.97,7515921.0,804.48,341.35,1568.0,13.0,27.0,3,True,1.3,3.6
10139,NOVUS AEVI,South America,55.0,13.0,24.0,9.0,560.81,7789371.0,902.34,296.84,1296.0,27.0,13.0,2,False,2.08,4.23
10140,TRUE NEUTRAL,South America,30.0,6.0,22.0,4.0,456.8,6938199.0,722.0,292.89,1575.0,15.0,13.0,1,False,2.5,5.0
10141,THE THREE SINS,South America,41.0,11.0,20.0,9.0,686.47,6704193.0,679.44,331.2,852.0,13.0,15.0,3,True,1.18,3.73
10144,BRONX,South America,54.0,13.0,21.0,12.0,511.98,8080280.0,1053.55,313.11,1039.0,20.0,19.0,3,True,1.54,4.15
10145,WIFU,South America,37.0,10.0,29.0,8.0,551.92,7471396.0,762.21,313.18,1319.0,19.0,20.0,2,False,1.9,3.7
10150,NOVUS AEVI,South America,31.0,6.0,11.0,3.0,586.73,5945606.0,581.72,236.1,1156.0,18.0,8.0,3,True,3.0,5.17
10151,BRONX,South America,20.0,2.0,19.0,2.0,366.4,6024617.0,735.62,242.15,845.0,8.0,18.0,1,False,4.0,10.0
10152,TRUE NEUTRAL,South America,40.0,10.0,16.0,3.0,389.25,5909059.0,620.31,267.52,1251.0,8.0,22.0,3,True,0.8,4.0
10153,MAYCAM EVOLVE,South America,24.0,6.0,23.0,3.0,399.06,5921639.0,667.18,246.72,714.0,22.0,8.0,1,False,3.67,4.0
10156,DETONATOR,Asia-Pacific North,33.0,12.0,17.0,9.0,239.42,4612562.0,550.54,174.14,651.0,15.0,15.0,3,True,1.25,2.75
10157,LUCKY BOUNCE,Asia-Pacific North,19.0,2.0,12.0,2.0,255.79,4404507.0,399.62,162.11,698.0,15.0,15.0,0,False,7.5,9.5
10158,TEAM GANDERS,Asia-Pacific North,16.0,1.0,8.0,0.0,255.33,4399792.0,437.16,179.58,843.0,10.0,7.0,0,False,10.0,16.0
10159,METHOD2MADNESS,Asia-Pacific North,24.0,10.0,12.0,8.0,328.16,4235077.0,337.01,174.24,407.0,7.0,10.0,3,True,0.7,2.4
10160,XAYFHERS,Asia-Pacific North,22.0,10.0,9.0,8.0,360.71,5910271.0,580.35,263.02,680.0,9.0,9.0,3,True,0.9,2.2
10161,INSIDE JOKE,Asia-Pacific North,18.0,5.0,8.0,3.0,467.52,5959655.0,657.44,257.74,949.0,9.0,9.0,1,False,1.8,3.6
10162,GRACESBLAZE REFINE,Asia-Pacific North,36.0,11.0,20.0,8.0,668.04,8289651.0,881.48,274.17,1054.0,19.0,11.0,3,True,1.73,3.27
10163,NOR,Asia-Pacific North,33.0,9.0,17.0,9.0,459.83,8090029.0,723.3,285.94,1453.0,11.0,19.0,2,False,1.22,3.67
10164,TOKYO VERDY ESPORTS,Asia-Pacific North,35.0,11.0,6.0,8.0,402.4,5519501.0,593.53,250.06,773.0,6.0,2.0,3,True,0.55,3.18
10165,ROCKET KICKERS,Asia-Pacific North,12.0,3.0,19.0,3.0,260.76,5123300.0,320.32,246.31,929.0,2.0,6.0,0,False,0.67,4.0
10166,SHIROGANE,Asia-Pacific North,7.0,5.0,4.0,2.0,109.23,1561427.0,178.64,47.7,220.0,4.0,2.0,3,True,0.8,1.4
10167,ALOHA,Asia-Pacific North,5.0,0.0,2.0,0.0,71.86,1533853.0,162.66,46.94,278.0,2.0,4.0,0,False,inf,inf
10168,AGELITE,Asia-Pacific North,43.0,22.0,15.0,18.0,306.59,4915659.0,530.15,234.27,661.0,13.0,8.0,3,True,0.59,1.95
10169,AQUA,Asia-Pacific North,21.0,4.0,12.0,3.0,260.43,4649050.0,442.17,151.03,654.0,8.0,13.0,0,False,2.0,5.25
10170,BLAST,Asia-Pacific North,30.0,6.0,19.0,6.0,407.9,7637382.0,789.2,254.11,1358.0,13.0,11.0,2,False,2.17,5.0
10171,TRUE PARROTS,Asia-Pacific North,29.0,6.0,17.0,5.0,545.78,7380290.0,745.5,276.47,1120.0,11.0,13.0,3,True,1.83,4.83
10172,DETONATOR,Asia-Pacific North,38.0,10.0,10.0,7.0,289.81,4629249.0,551.61,182.68,695.0,3.0,12.0,3,True,0.3,3.8
10173,METHOD2MADNESS,Asia-Pacific North,18.0,4.0,16.0,4.0,259.01,4472072.0,392.15,196.32,420.0,12.0,3.0,0,False,3.0,4.5
10174,XAYFHERS,Asia-Pacific North,48.0,10.0,28.0,9.0,530.27,8840527.0,810.19,314.74,964.0,12.0,18.0,2,False,1.2,4.8
10175,GRACESBLAZE REFINE,Asia-Pacific North,37.0,9.0,31.0,8.0,643.23,8713606.0,818.42,326.26,1159.0,18.0,12.0,3,True,2.0,4.11
10176,TOKYO VERDY ESPORTS,Asia-Pacific North,42.0,12.0,13.0,11.0,419.48,5460574.0,515.17,293.27,727.0,9.0,2.0,3,True,0.75,3.5
10177,SHIROGANE,Asia-Pacific North,22.0,6.0,20.0,2.0,264.73,5229730.0,467.95,234.46,785.0,2.0,9.0,0,False,0.33,3.67
10178,AGELITE,Asia-Pacific North,43.0,12.0,10.0,11.0,284.3,4637630.0,464.04,201.69,673.0,12.0,9.0,3,True,1.0,3.58
10179,TRUE PARROTS,Asia-Pacific North,15.0,5.0,20.0,4.0,317.55,4645435.0,498.03,151.65,749.0,9.0,12.0,0,False,1.8,3.0
10180,DETONATOR,Asia-Pacific North,47.0,15.0,23.0,12.0,554.87,9645075.0,970.66,435.65,1442.0,19.0,24.0,4,True,1.27,3.13
10181,GRACESBLAZE REFINE,Asia-Pacific North,34.0,11.0,26.0,6.0,694.41,9609116.0,1058.57,413.23,1114.0,24.0,19.0,2,False,2.18,3.09
10182,TOKYO VERDY ESPORTS,Asia-Pacific North,62.0,15.0,20.0,12.0,615.0,9452064.0,930.82,423.52,1304.0,16.0,18.0,4,True,1.07,4.13
10183,AGELITE,Asia-Pacific North,35.0,11.0,37.0,11.0,458.51,9347376.0,865.5,376.45,1591.0,18.0,16.0,1,False,1.64,3.18
10184,DETONATOR,Asia-Pacific North,31.0,6.0,17.0,5.0,438.29,7339456.0,728.68,323.47,1138.0,11.0,8.0,1,False,1.83,5.17
10185,TOKYO VERDY ESPORTS,Asia-Pacific North,32.0,12.0,19.0,9.0,459.22,7254533.0,624.82,339.48,1016.0,8.0,11.0,4,True,0.67,2.67
10186,LUCKY BOUNCE,Asia-Pacific North,35.0,12.0,13.0,7.0,458.46,6935239.0,702.22,246.24,1137.0,18.0,12.0,3,True,1.5,2.92
10187,TEAM GANDERS,Asia-Pacific North,27.0,9.0,15.0,8.0,426.92,6704406.0,671.21,269.2,1308.0,12.0,18.0,1,False,1.33,3.0
10188,INSIDE JOKE,Asia-Pacific North,27.0,10.0,13.0,7.0,398.34,6467333.0,743.75,193.46,1016.0,12.0,14.0,1,False,1.2,2.7
10189,NOR,Asia-Pacific North,29.0,13.0,12.0,12.0,345.45,6212553.0,583.29,247.56,1179.0,14.0,12.0,3,True,1.08,2.23
10190,ROCKET KICKERS,Asia-Pacific North,20.0,7.0,14.0,7.0,172.57,4560908.0,310.41,158.27,797.0,10.0,11.0,0,False,1.43,2.86
10191,ALOHA,Asia-Pacific North,25.0,10.0,8.0,7.0,248.2,4913561.0,538.2,123.14,951.0,11.0,10.0,3,True,1.1,2.5
10192,AQUA,Asia-Pacific North,23.0,7.0,26.0,3.0,279.14,6006461.0,466.77,234.35,1007.0,4.0,10.0,3,True,0.57,3.29
10193,BLAST,Asia-Pacific North,36.0,5.0,15.0,4.0,443.11,6611919.0,747.47,236.72,1234.0,10.0,4.0,1,False,2.0,7.2
10194,TRUE PARROTS,Asia-Pacific North,25.0,14.0,13.0,10.0,299.23,4581708.0,433.9,168.41,840.0,6.0,9.0,3,True,0.43,1.79
10195,LUCKY BOUNCE,Asia-Pacific North,20.0,2.0,9.0,2.0,289.29,4864393.0,495.79,167.77,722.0,9.0,6.0,0,False,4.5,10.0
10196,SHIROGANE,Asia-Pacific North,21.0,7.0,12.0,3.0,338.63,4820513.0,448.59,167.24,707.0,9.0,5.0,3,True,1.29,3.0
10197,NOR,Asia-Pacific North,19.0,3.0,14.0,3.0,314.84,4684133.0,444.25,194.12,850.0,5.0,9.0,0,False,1.67,6.33
10198,XAYFHERS,Asia-Pacific North,37.0,8.0,17.0,6.0,316.05,6340188.0,628.86,187.02,710.0,13.0,14.0,3,True,1.62,4.62
10199,ALOHA,Asia-Pacific North,27.0,7.0,23.0,6.0,319.87,6420888.0,677.7,199.05,1150.0,14.0,13.0,1,False,2.0,3.86
10200,METHOD2MADNESS,Asia-Pacific North,38.0,14.0,10.0,13.0,328.7,4507613.0,426.25,145.7,374.0,16.0,1.0,3,True,1.14,2.71
10201,AQUA,Asia-Pacific North,14.0,3.0,17.0,3.0,207.54,4383108.0,361.35,154.5,713.0,1.0,16.0,0,False,0.33,4.67
10202,TRUE PARROTS,Asia-Pacific North,35.0,14.0,21.0,11.0,716.21,8529942.0,866.18,348.39,1281.0,20.0,4.0,2,False,1.43,2.5
10203,SHIROGANE,Asia-Pacific North,40.0,12.0,18.0,9.0,551.19,8334851.0,781.57,342.48,1097.0,4.0,20.0,3,True,0.33,3.33
10204,XAYFHERS,Asia-Pacific North,34.0,13.0,14.0,8.0,375.83,6494563.0,585.45,240.14,744.0,10.0,19.0,3,True,0.77,2.62
10205,METHOD2MADNESS,Asia-Pacific North,21.0,3.0,18.0,1.0,356.93,6377823.0,523.69,245.64,592.0,19.0,10.0,1,False,6.33,7.0
10206,GRACESBLAZE REFINE,Asia-Pacific North,30.0,7.0,21.0,5.0,726.18,7647076.0,811.74,289.87,911.0,17.0,11.0,1,False,2.43,4.29
10207,SHIROGANE,Asia-Pacific North,38.0,11.0,18.0,7.0,447.01,7210797.0,583.15,247.56,1030.0,11.0,17.0,4,True,1.0,3.45
10208,AGELITE,Asia-Pacific North,39.0,15.0,10.0,11.0,398.2,6067859.0,560.57,283.32,952.0,3.0,3.0,4,True,0.2,2.6
10209,XAYFHERS,Asia-Pacific North,20.0,6.0,16.0,5.0,349.14,6004302.0,523.63,270.38,616.0,3.0,3.0,0,False,0.5,3.33
10210,SHIROGANE,Asia-Pacific North,17.0,2.0,17.0,1.0,356.88,5590510.0,515.48,206.67,823.0,6.0,12.0,0,False,3.0,8.5
10211,AGELITE,Asia-Pacific North,41.0,10.0,10.0,9.0,364.57,5779806.0,527.17,300.69,883.0,12.0,6.0,4,True,1.2,4.1
10212,DETONATOR,Asia-Pacific North,39.0,12.0,22.0,11.0,484.49,7553958.0,717.88,333.1,1268.0,14.0,18.0,4,True,1.17,3.25
10213,AGELITE,Asia-Pacific North,38.0,9.0,20.0,6.0,448.55,7854592.0,812.08,330.08,1263.0,18.0,14.0,1,False,2.0,4.22
10214,TOKYO VERDY ESPORTS,Asia-Pacific North,48.0,11.0,31.0,7.0,630.56,10423743.0,1002.01,430.11,1431.0,19.0,15.0,3,False,1.73,4.36
10215,DETONATOR,Asia-Pacific North,45.0,7.0,29.0,2.0,578.27,10084323.0,948.57,435.04,1591.0,15.0,19.0,4,True,2.14,6.43
10216,TOKYO VERDY ESPORTS,Asia-Pacific North,51.0,9.0,21.0,7.0,694.0,11009744.0,1118.9,505.76,1577.0,18.0,19.0,3,False,2.0,5.67
10217,DETONATOR,Asia-Pacific North,48.0,17.0,33.0,13.0,616.15,10766565.0,1065.68,487.47,1668.0,19.0,18.0,4,True,1.12,2.82
10218,PIRATES EXDEE,Sub-Saharan Africa,36.0,17.0,3.0,11.0,325.74,4676384.0,439.41,183.17,450.0,14.0,9.0,3,True,0.82,2.12
10219,PERRYSAGENTS,Sub-Saharan Africa,12.0,6.0,15.0,5.0,184.79,4646945.0,421.5,168.62,567.0,9.0,14.0,0,False,1.5,2.0
10220,ICE ESPORTS,Sub-Saharan Africa,37.0,11.0,14.0,9.0,536.16,7407876.0,653.82,281.41,874.0,10.0,13.0,3,True,0.91,3.36
10221,TEAM ESPIONAGE,Sub-Saharan Africa,30.0,10.0,17.0,5.0,374.3,7687487.0,833.15,194.81,1325.0,13.0,10.0,2,False,1.3,3.0
10222,DNMK ESPORTS,Sub-Saharan Africa,38.0,16.0,6.0,12.0,483.04,4417692.0,365.74,153.62,763.0,8.0,5.0,3,True,0.5,2.38
10223,SUNMOON ESPORT,Sub-Saharan Africa,12.0,2.0,16.0,1.0,236.41,4436371.0,473.19,134.57,561.0,5.0,8.0,0,False,2.5,6.0
10224,DIGITAL DEVILS,Sub-Saharan Africa,37.0,9.0,6.0,8.0,273.63,5013013.0,552.51,183.67,508.0,14.0,14.0,3,True,1.56,4.11
10225,MILLENNIAL TIMES GAMING,Sub-Saharan Africa,14.0,5.0,17.0,4.0,302.35,4930623.0,458.92,159.0,632.0,14.0,14.0,0,False,2.8,2.8
10226,BRAVADO GAMING,Sub-Saharan Africa,47.0,22.0,7.0,18.0,327.74,4807693.0,515.56,191.31,532.0,8.0,5.0,3,True,0.36,2.14
10227,KITSUNE,Sub-Saharan Africa,13.0,3.0,18.0,2.0,273.93,4601135.0,391.69,183.26,469.0,5.0,8.0,0,False,1.67,4.33
10228,NIBBLE ESPORTS,Sub-Saharan Africa,26.0,14.0,16.0,11.0,491.16,6118232.0,470.25,218.23,883.0,4.0,11.0,3,True,0.29,1.86
10229,EVOLVED GAMING,Sub-Saharan Africa,29.0,11.0,8.0,9.0,435.9,6437651.0,695.37,222.26,905.0,11.0,4.0,1,False,1.0,2.64
10230,AIPX GAMING,Sub-Saharan Africa,30.0,14.0,5.0,10.0,329.34,4913989.0,616.96,183.65,587.0,9.0,15.0,3,True,0.64,2.14
10231,AUREON ACES,Sub-Saharan Africa,17.0,8.0,10.0,6.0,298.58,4780010.0,538.21,162.67,575.0,15.0,9.0,0,False,1.88,2.12
10232,ATK,Sub-Saharan Africa,43.0,21.0,7.0,19.0,490.92,4845884.0,568.14,181.25,650.0,7.0,4.0,3,True,0.33,2.05
10233,UNITY,Sub-Saharan Africa,8.0,1.0,13.0,1.0,375.12,4548904.0,411.03,137.46,596.0,4.0,7.0,0,False,4.0,8.0
10234,PIRATES EXDEE,Sub-Saharan Africa,34.0,10.0,11.0,9.0,360.98,5120303.0,530.18,188.61,800.0,8.0,10.0,3,True,0.8,3.4
10235,ICE ESPORTS,Sub-Saharan Africa,24.0,5.0,15.0,5.0,370.6,5103733.0,508.44,219.64,603.0,10.0,8.0,0,False,2.0,4.8
10236,DNMK ESPORTS,Sub-Saharan Africa,28.0,3.0,9.0,3.0,388.45,4739992.0,401.01,153.88,816.0,9.0,10.0,0,False,3.0,9.33
10237,DIGITAL DEVILS,Sub-Saharan Africa,23.0,8.0,18.0,8.0,246.05,5015666.0,572.5,164.97,519.0,10.0,9.0,3,True,1.25,2.88
10238,BRAVADO GAMING,Sub-Saharan Africa,32.0,14.0,8.0,13.0,417.39,4494392.0,401.37,190.12,581.0,8.0,7.0,3,True,0.57,2.29
10239,NIBBLE ESPORTS,Sub-Saharan Africa,21.0,7.0,14.0,5.0,300.0,4540435.0,353.45,164.81,645.0,7.0,8.0,0,False,1.0,3.0
10240,AIPX GAMING,Sub-Saharan Africa,43.0,11.0,20.0,9.0,479.63,7680485.0,845.35,327.86,984.0,12.0,9.0,2,False,1.09,3.91
10241,ATK,Sub-Saharan Africa,38.0,15.0,27.0,11.0,478.77,7526186.0,838.37,290.38,1143.0,9.0,12.0,3,True,0.6,2.53
10242,PIRATES EXDEE,Sub-Saharan Africa,36.0,12.0,15.0,7.0,364.2,6166144.0,611.76,203.53,936.0,7.0,13.0,4,True,0.58,3.0
10243,DIGITAL DEVILS,Sub-Saharan Africa,25.0,8.0,16.0,6.0,317.93,6164606.0,655.59,182.36,648.0,13.0,7.0,0,False,1.62,3.12
10244,BRAVADO GAMING,Sub-Saharan Africa,58.0,17.0,22.0,16.0,822.43,10415818.0,1074.22,324.21,1290.0,22.0,8.0,4,True,1.29,3.41
10245,ATK,Sub-Saharan Africa,39.0,12.0,32.0,10.0,756.78,10371738.0,1139.42,386.38,1700.0,8.0,22.0,2,False,0.67,3.25
10246,PIRATES EXDEE,Sub-Saharan Africa,45.0,7.0,15.0,6.0,477.23,8155616.0,897.15,302.97,1253.0,12.0,18.0,1,False,1.71,6.43
10247,BRAVADO GAMING,Sub-Saharan Africa,32.0,11.0,28.0,9.0,542.57,7562863.0,658.77,258.55,958.0,18.0,12.0,4,True,1.64,2.91
10248,PERRYSAGENTS,Sub-Saharan Africa,26.0,4.0,21.0,3.0,250.77,5797032.0,441.28,195.08,710.0,7.0,15.0,1,False,1.75,6.5
10249,TEAM ESPIONAGE,Sub-Saharan Africa,36.0,7.0,19.0,4.0,467.27,6187469.0,624.14,175.33,945.0,15.0,7.0,3,True,2.14,5.14
10250,SUNMOON ESPORT,Sub-Saharan Africa,26.0,7.0,20.0,4.0,440.67,7417406.0,960.35,212.14,1105.0,11.0,19.0,2,False,1.57,3.71
10251,MILLENNIAL TIMES GAMING,Sub-Saharan Africa,40.0,9.0,16.0,7.0,494.76,7416145.0,736.64,235.51,927.0,19.0,11.0,3,True,2.11,4.44
10252,KITSUNE,Sub-Saharan Africa,13.0,4.0,23.0,3.0,287.8,4439332.0,369.5,144.95,386.0,7.0,7.0,0,False,1.75,3.25
10253,EVOLVED GAMING,Sub-Saharan Africa,43.0,13.0,4.0,10.0,367.08,4603714.0,419.2,150.66,649.0,7.0,7.0,3,True,0.54,3.31
10254,AUREON ACES,Sub-Saharan Africa,13.0,0.0,9.0,0.0,312.02,4329049.0,466.3,122.76,548.0,16.0,3.0,0,False,inf,inf
10255,UNITY,Sub-Saharan Africa,20.0,5.0,9.0,4.0,311.24,4144163.0,354.85,122.54,518.0,3.0,16.0,3,True,0.6,4.0
10256,AIPX GAMING,Sub-Saharan Africa,39.0,17.0,9.0,16.0,382.48,6277884.0,687.29,246.51,823.0,4.0,10.0,3,True,0.24,2.29
10257,TEAM ESPIONAGE,Sub-Saharan Africa,21.0,8.0,16.0,8.0,382.99,6246667.0,701.71,201.99,947.0,10.0,4.0,1,False,1.25,2.62
10258,NIBBLE ESPORTS,Sub-Saharan Africa,49.0,15.0,9.0,13.0,454.99,7494482.0,605.27,227.32,1106.0,7.0,16.0,3,True,0.47,3.27
10259,MILLENNIAL TIMES GAMING,Sub-Saharan Africa,27.0,11.0,31.0,10.0,475.22,7744274.0,765.89,224.18,1010.0,16.0,7.0,2,False,1.45,2.45
10260,DNMK ESPORTS,Sub-Saharan Africa,30.0,11.0,7.0,8.0,466.9,4275416.0,330.19,155.28,819.0,11.0,9.0,3,True,1.0,2.73
10261,EVOLVED GAMING,Sub-Saharan Africa,12.0,3.0,15.0,1.0,328.88,4440645.0,436.82,178.76,594.0,9.0,11.0,0,False,3.0,4.0
10262,ICE ESPORTS,Sub-Saharan Africa,28.0,9.0,15.0,7.0,296.78,4595593.0,442.78,186.11,576.0,3.0,5.0,3,True,0.33,3.11
10263,UNITY,Sub-Saharan Africa,26.0,5.0,11.0,4.0,275.21,4494367.0,366.06,120.85,632.0,5.0,3.0,0,False,1.0,5.2
10264,AIPX GAMING,Sub-Saharan Africa,28.0,6.0,8.0,4.0,333.14,5019493.0,533.36,190.32,718.0,5.0,3.0,0,False,0.83,4.67
10265,NIBBLE ESPORTS,Sub-Saharan Africa,19.0,9.0,13.0,8.0,304.55,4943333.0,420.96,139.06,722.0,3.0,5.0,3,True,0.33,2.11
10266,DNMK ESPORTS,Sub-Saharan Africa,31.0,14.0,23.0,9.0,524.92,5751005.0,465.88,209.2,999.0,8.0,17.0,3,True,0.57,2.21
10267,ICE ESPORTS,Sub-Saharan Africa,33.0,6.0,10.0,5.0,384.79,6116634.0,587.05,232.22,792.0,17.0,8.0,1,False,2.83,5.5
10268,DIGITAL DEVILS,Sub-Saharan Africa,30.0,12.0,13.0,9.0,341.62,6754146.0,783.12,268.33,685.0,10.0,8.0,4,True,0.83,2.5
10269,NIBBLE ESPORTS,Sub-Saharan Africa,26.0,7.0,14.0,5.0,398.51,6472522.0,534.49,248.81,959.0,8.0,10.0,0,False,1.14,3.71
